Mod:Item:MetaData, Localized Name
immersiveengineering:steel_armor_head, Steel Helmet
buildcraftcore:spring:0, Источник воды
buildcraftcore:spring:1, Источник нефти
buildcraftcore:decorated:0, tile.decorated.destroy.name
buildcraftcore:decorated:1, Чертёж (декорация)
buildcraftcore:decorated:2, Шаблон (декорация)
buildcraftcore:decorated:3, tile.decorated.paper.name
buildcraftcore:decorated:4, tile.decorated.leather.name
buildcraftcore:decorated:5, Лазер (декорация)
buildcraftcore:marker_volume, Метка
buildcraftcore:marker_path, Направляющая метка
buildcraftcore:engine:0, Двигатель на красном камне
buildcraftcore:engine:1, Двигатель Стирлинга
buildcraftcore:engine:2, Двигатель внутреннего сгорания
buildcraftcore:engine:3, Двигатель для творческого режима
buildcraftcore:wrench, Гаечный ключ
buildcraftcore:gear_wood, Деревянная шестерня
buildcraftcore:gear_stone, Каменная шестерня
buildcraftcore:gear_iron, Железная шестерня
buildcraftcore:gear_gold, Золотая шестерня
buildcraftcore:gear_diamond, Алмазная шестерня
buildcraftcore:paintbrush:64, Кисточка
buildcraftcore:paintbrush:0, §z§0§fБелый§r Кисточка
buildcraftcore:paintbrush:0, §z§1§6Оранжевый§r Кисточка
buildcraftcore:paintbrush:0, §z§2§dПурпурный§r Кисточка
buildcraftcore:paintbrush:0, §z§3§bГолубой§r Кисточка
buildcraftcore:paintbrush:0, §z§4§eЖёлтый§r Кисточка
buildcraftcore:paintbrush:0, §z§5§aЛаймовый§r Кисточка
buildcraftcore:paintbrush:0, §z§6§dРозовый§r Кисточка
buildcraftcore:paintbrush:0, §z§7§7Серый§r Кисточка
buildcraftcore:paintbrush:0, §z§8§7Светло-серый§r Кисточка
buildcraftcore:paintbrush:0, §z§9§3Бирюзовый§r Кисточка
buildcraftcore:paintbrush:0, §z§a§dФиолетовый§r Кисточка
buildcraftcore:paintbrush:0, §9§9Синий§r Кисточка
buildcraftcore:paintbrush:0, §z§c§6Коричневый§r Кисточка
buildcraftcore:paintbrush:0, §z§d§aЗелёный§r Кисточка
buildcraftcore:paintbrush:0, §z§e§cКрасный§r Кисточка
buildcraftcore:paintbrush:0, §0§7Чёрный§r Кисточка
buildcraftcore:list, Список
buildcraftcore:map_location:0, Карта расположения
buildcraftcore:marker_connector, Разъем маркера
buildcraftcore:volume_box, item.volume_box.name
buildcraftcore:fragile_fluid_shard, Хрупкий %s осколок
buildcraftfactory:autoworkbench_item, Автоматический верстак
buildcraftfactory:mining_well, Буровая установка
buildcraftfactory:pump, Помпа
buildcraftfactory:flood_gate, Шлюз
buildcraftfactory:tank, Цистерна
buildcraftfactory:chute, Воронка
buildcraftfactory:distiller, Дистиллятор
buildcraftfactory:heat_exchange, Теплообменник
buildcraftfactory:water_gel_spawn, Увлажнённая вода
buildcraftfactory:gel, Гелевая вода
buildcrafttransport:pipe_structure:0, Структурная труба
buildcrafttransport:pipe_wood_item:0, Деревянная транспортная труба
buildcrafttransport:pipe_cobble_item:0, Булыжниковая транспортная труба
buildcrafttransport:pipe_stone_item:0, Каменная транспортная труба
buildcrafttransport:pipe_quartz_item:0, Кварцевая транспортная труба
buildcrafttransport:pipe_iron_item:0, Железная транспортная труба
buildcrafttransport:pipe_gold_item:0, Золотая транспортная труба
buildcrafttransport:pipe_clay_item:0, Глиняная транспортная труба
buildcrafttransport:pipe_sandstone_item:0, Песчаниковая транспортная труба
buildcrafttransport:pipe_void_item:0, Пустотная транспортная труба
buildcrafttransport:pipe_obsidian_item:0, Обсидиановая транспортная труба
buildcrafttransport:pipe_diamond_item:0, Алмазная транспортная труба
buildcrafttransport:pipe_diamond_wood_item:0, Wooden Diamond Transport Pipe
buildcrafttransport:pipe_lapis_item:0, Лазуритовая транспортная труба
buildcrafttransport:pipe_daizuli_item:0, Алмазуритовая транспортная труба
buildcrafttransport:pipe_emzuli_item:0, Изумуритовая транспортная труба
buildcrafttransport:pipe_stripes_item:0, Активная транспортная труба
buildcrafttransport:pipe_wood_fluid:0, Деревянная жидкостная труба
buildcrafttransport:pipe_cobble_fluid:0, Булыжниковая жидкостная труба
buildcrafttransport:pipe_stone_fluid:0, Каменная жидкостная труба
buildcrafttransport:pipe_quartz_fluid:0, Кварцевая жидкостная труба
buildcrafttransport:pipe_gold_fluid:0, Золотая жидкостная труба
buildcrafttransport:pipe_iron_fluid:0, Железная жидкостная труба
buildcrafttransport:pipe_clay_fluid:0, Глиняная жидкостная труба
buildcrafttransport:pipe_sandstone_fluid:0, Песчаниковая жидкостная труба
